originalLocation,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18
B-17-21,VHQ356;8,M8W7TS;6,JHSQHS;16,QOMHJ2;5,TAHFOD;11,NM6C73;12,EQQBND;11,I1X92B;10,CVU3QV;15,9S4AF8;11,GPBMZJ;16,XPZSZ1;4,F7LULH;12,UMKYTJ;10,1A6YTA;6,WH1BJI;7,HGXJD0;15,NM6C73;12
B-17-22,O7TSVL;11,PY5UPB;7,TQBVRI;15,RAUDQ6;16,Y813MQ;8,AB9XBU;8,Q164T6;5,84ABYS;13,63KAC1;7,2T1DJM;7,9S4AF8;6,JHSQHS;16,JWTWL1;4,F73ZE1;11,066BOU;13,9KZ6W1;14,JWTWL1;16,V7JUQL;12
B-17-23,EQQBND;13,IYXV3Z;4,V6K6JX;11,JGP0ID;16,4SD17H;7,QP56BU;6,EAJXUV;7,LXJQVG;13,AX7BJ8;16,RAUDQ6;14,X0HH8Y;7,AKP0A7;10,E2ES5Z;15,DF3KQM;15,PC1PMV;7,EBKM6C;8,AKP0A7;15,8N10W9;14
B-17-30,O7TSVL;5,J3FI7N;12,JCIIEB;6,JEGRCL;11,UHYJ3A;16,QTMT7N;5,XLTRGL;6,V7JUQL;7,5MNTT7;4,H51IVV;15,DNLEH7;15,UDF17E;10,V7JUQL;10,JWTWL1;14,TQBVRI;5,I1KDJ0;4,TQBVRI;14,066BOU;4
B-17-40,M8W7TS;14,NISP6K;5,ZRCYSH;14,B24J86;6,3LQL9L;7,FQ53YY;7,C5O9C9;13,ZVUW6Z;16,SVJZKL;12,TQBVRI;12,W518XY;16,8N10W9;9,XLTRGL;12,8N10W9;16,4ILN0A;15,M67GNC;15,PY5UPB;4,NJVZEL;15
B-18-11,AHR20O;5,BLJLMQ;13,69L9MX;15,W25EZN;15,8N10W9;7,JU0ODD;12,PZUF7K;15,XPZSZ1;16,CST1KC;6,63KAC1;10,AHR20O;16,122OKQ;14,SSQFQA;9,9VBE59;11,JCIIEB;13,APQKWK;11,ZVUW6Z;11,05W6TK;7
B-18-12,9KHDG3;6,Q50W5L;11,I2B1FH;15,XFQ9CP;14,XSFSKX;13,TLFT43;11,TNZ1OO;9,6N3PKW;15,XSFSKX;11,IAKTYD;11,8D9SAW;15,4SD17H;11,DSQXYR;16,9KHDG3;10,YE890X;9,ZX6MUV;16,Q50W5L;4,TBCCF7;15
B-18-13,EYEOXS;11,KUFVRI;14,F98BNI;11,CU53FM;11,V6K6JX;8,RAUDQ6;4,RAUDQ6;5,XUZJ74;15,VHQ356;9,Y813MQ;8,4ILN0A;5,JCNON3;6,JUUL5B;16,05W6TK;8,JHSQHS;16,800OVF;15,TB6WIP;6,4E0KXI;14
B-18-21,O7TSVL;9,GPBMZJ;8,HI2X6U;8,QTMT7N;5,EA91CP;15,IJBSQT;9,A7MDBC;12,IAKTYD;13,S90CD9;5,SVJZKL;14,ZRCYSH;11,9KHDG3;7,Q50W5L;13,5HQR89;9,CU53FM;11,PY5UPB;4,05W6TK;6,E2ES5Z;5
B-18-22,Z26SRT;9,02MRUH;12,FJ25W1;12,UU4A1K;12,SVFO5S;8,MLV9BR;15,IPGA7X;6,6WT73N;6,JCNON3;4,AKP0A7;14,H51IVV;8,IA7X1P;8,I2B1FH;12,WGHG3L;8,CD1NU9;6,WH1BJI;4,KUFVRI;4,DNLEH7;10
B-18-23,QM2UH1;16,JUUL5B;6,RN2DSQ;10,YE890X;16,X0HH8Y;11,ODZZLY;4,ETU70R;5,1ENECA;7,AB9XBU;4,YRRNGL;10,IPGA7X;5,EQQBND;9,EQQBND;13,WH1BJI;6,PY5UPB;10,E5CISL;13,V7JUQL;13,D05ZS7;10
B-18-30,6WT73N;16,QVFB0Q;4,K3YA1X;13,B24J86;16,XSFSKX;9,K3YA1X;14,ETU70R;9,SSQFQA;6,JU0ODD;16,0SJH1Z;7,AHSNWF;5,HI2X6U;7,2T1DJM;8,HCMI82;8,DF3KQM;4,4ILN0A;14,BLJLMQ;13,0SJH1Z;16
B-18-40,ADT9MG;10,EQQBND;11,ZVUW6Z;16,K3YA1X;12,UNPPMJ;4,6N3PKW;12,9KZ6W1;4,VWXLZJ;13,IA7X1P;5,8D9SAW;13,JCNON3;14,ULG3QT;13,JCIIEB;16,HCMI82;13,1ENECA;4,EAJXUV;4,XUZJ74;12,QP56BU;16
B-19-11,1A6YTA;10,IA7X1P;16,7BU1V7;15,FJ25W1;9,3LQL9L;15,TNAHD4;6,AHSNWF;5,JWTWL1;4,ODZZLY;16,SWN7AU;7,V7JUQL;16,122OKQ;16,AB9XBU;10,F29V5I;12,JUUL5B;8,02MRUH;11,63KAC1;7,S90CD9;14
B-19-12,HA0BOB;11,A7MDBC;11,32ZKOX;6,TNZ1OO;11,B24J86;8,M8W7TS;14,2LPO6D;10,X0HH8Y;4,DF3KQM;11,TBCCF7;8,ULG3QT;15,TLFT43;12,I1KDJ0;4,8BSFSA;7,56TC1Z;5,4E1WTK;7,KZ5VR3;13,RUUOCB;14
B-19-13,QXS5D1;7,EYEOXS;13,066BOU;12,JUUL5B;4,JGP0ID;11,122OKQ;13,1ENECA;11,UCRNWD;6,VWXLZJ;14,EBKM6C;8,PP9DNA;13,BLJLMQ;7,IPGA7X;13,1D2ILZ;11,ZGYCSW;12,EQQBND;8,ZRCYSH;5,PP9DNA;4
B-19-21,IAKTYD;16,I1X92B;5,M8W7TS;8,IYV9SV;9,K3YA1X;9,RBKNR4;15,V7JUQL;7,O7AXAK;6,AB9XBU;16,F73ZE1;8,M67GNC;9,QM2UH1;14,SVFO5S;9,QM2UH1;8,1D2ILZ;12,IYXV3Z;15,4E0KXI;15,IYXV3Z;12
B-19-22,AHSNWF;16,JCIIEB;8,BLJLMQ;16,SSQFQA;12,ETU70R;7,YKQY4X;9,QP56BU;8,XUZJ74;13,7GC57K;16,X0HH8Y;7,NJVZEL;16,6N3PKW;15,JCIIEB;8,7GC57K;10,AX7BJ8;15,IJBSQT;7,UHYJ3A;6,F98BNI;10
B-19-23,LXJQVG;7,RBKNR4;10,6M2FJM;4,IYV9SV;15,EQQBND;7,F7LULH;7,9KZ6W1;5,6M2FJM;9,HA0BOB;10,8N10W9;7,6N3PKW;8,VWXLZJ;4,UU4A1K;14,6WT73N;15,KTDZY0;16,1D2ILZ;7,8BSFSA;6,JU0ODD;12
B-19-30,HXQR4L;8,BLJLMQ;11,U95NWB;15,HOUJQN;4,JHSQHS;16,UHYJ3A;8,WRRW1W;5,ULG3QT;16,QM2UH1;13,EBKM6C;6,RN2DSQ;8,SSQFQA;5,LXJQVG;4,I1KDJ0;11,FQ53YY;8,EUMBM7;10,PY5UPB;16,6N3PKW;5
B-19-40,TAHFOD;6,3LQL9L;7,AHR20O;16,UNPPMJ;14,M67GNC;8,W518XY;7,HGXJD0;6,IYV9SV;5,1D2ILZ;15,DF3KQM;14,70EPUK;8,84ABYS;16,W25EZN;4,TQBVRI;12,HI2X6U;8,I1KDJ0;9,AHR20O;11,5HQR89;10
B-20-11,W518XY;11,JCIIEB;5,6N3PKW;14,TNAHD4;14,TOENMT;5,800OVF;9,H1I7JZ;9,Q50W5L;7,Z8KPP8;8,56TC1Z;4,O7TSVL;6,I2B1FH;11,A7MDBC;4,0LNUOV;14,D8AMD3;16,F0P5OQ;7,TNAHD4;16,NM6C73;15
B-20-12,CVU3QV;11,ZX6MUV;16,ZGYCSW;6,YRRNGL;8,SVJZKL;9,ADT9MG;10,GPBMZJ;8,SVFO5S;11,I1X92B;14,IPGA7X;8,1D2ILZ;15,84ABYS;8,CVU3QV;12,SMMRK3;14,YXGRMP;15,HI2X6U;9,MLV9BR;15,BLJLMQ;11
B-20-13,YN8OHN;10,EBKM6C;7,TBCCF7;12,PY5UPB;4,63KAC1;13,02MRUH;13,H1I7JZ;14,LXJQVG;7,W518XY;16,RN2DSQ;16,AB9XBU;12,Y813MQ;12,M8W7TS;4,2LPO6D;8,B24J86;5,A19092;9,VWXLZJ;12,JWTWL1;4
B-20-21,A19092;16,TOENMT;16,AKP0A7;5,TOENMT;9,V7JUQL;13,SMMRK3;9,3LQL9L;9,F98BNI;6,U95NWB;5,5P2MVG;8,HOUGRO;14,CST1KC;6,KTDZY0;10,O9YFO8;14,122OKQ;9,XUZJ74;14,8BSFSA;11,AX7BJ8;12
B-20-22,F0P5OQ;6,5IXVJ1;4,YKQY4X;6,O7AXAK;10,DGAONE;15,TQBVRI;4,XPZSZ1;4,TNZ1OO;7,KUFVRI;12,YXGRMP;15,EBKM6C;13,QOMHJ2;11,HOUGRO;15,ZX6MUV;10,QP56BU;11,5MNTT7;7,XPZSZ1;9,WRRW1W;8
B-20-23,A7MDBC;13,IYLV38;13,EA91CP;15,YKQY4X;9,6WT73N;15,A7MDBC;14,Z8KPP8;16,CD1NU9;8,JU0ODD;6,G8ASPE;4,WRRW1W;4,066BOU;16,UU4A1K;10,KZ5VR3;14,YKQY4X;9,EQQBND;5,SWN7AU;15,8N10W9;16
B-20-30,4E0KXI;15,Y813MQ;6,AKP0A7;16,RN2DSQ;7,X31OGS;13,HXQR4L;15,70EPUK;14,HXQR4L;7,X0HH8Y;6,X31OGS;8,6M2FJM;4,KZ5VR3;8,4ILN0A;5,C5O9C9;12,GPBMZJ;5,5P2MVG;5,QXS5D1;11,IAKTYD;6
B-20-40,A7MDBC;5,HI2X6U;16,YE890X;11,EYEOXS;12,066BOU;14,AHSNWF;16,IYXV3Z;6,T3NVTG;12,0SJH1Z;12,ULG3QT;5,IPGA7X;8,U8203G;5,5X8RAN;8,5HQR89;9,EA91CP;6,SVFO5S;5,C5O9C9;6,0SJH1Z;12
B-21-11,5P4LRT;9,4ILN0A;6,F98BNI;8,HXQR4L;11,HGXJD0;7,J2URNJ;5,2OAVPY;9,W25EZN;16,AHSNWF;13,DNLEH7;9,1ENECA;15,X31OGS;12,VWXLZJ;8,I2B1FH;5,HOUJQN;10,RAUDQ6;6,63KAC1;16,LXJQVG;6
B-21-12,K3YA1X;15,F0P5OQ;8,V6K6JX;12,ADT9MG;5,SVFO5S;11,AHSNWF;7,FQ53YY;7,JHSQHS;6,4ILN0A;11,HCMI82;16,RBKNR4;8,NJVZEL;14,02MRUH;6,1JT1XB;12,Q164T6;10,DGAONE;14,RAUDQ6;10,IAKTYD;8
B-21-13,XUZJ74;6,1JT1XB;4,IAKTYD;12,4SD17H;14,9S4AF8;6,7GC57K;12,CST1KC;10,SVJZKL;16,5IXVJ1;7,Y813MQ;12,F29V5I;16,QXS5D1;11,QTMT7N;11,DSQXYR;7,A19092;8,122OKQ;8,4E1WTK;12,TNAHD4;5
B-21-21,02MRUH;11,JCIIEB;10,AHR20O;6,3LQL9L;11,5MNTT7;7,3LQL9L;16,37VA62;9,XPZSZ1;14,XSFSKX;5,B24J86;8,K3YA1X;14,8N10W9;5,YN8OHN;6,I2B1FH;5,9KZ6W1;10,PY5UPB;4,BLJLMQ;5,XPZSZ1;11
B-21-22,4E0KXI;12,W25EZN;15,PC1PMV;9,JHSQHS;7,S90CD9;8,E5CISL;12,IAKTYD;7,KZ5VR3;14,DGAONE;14,QXS5D1;14,QVFB0Q;4,AHR20O;5,TNAHD4;14,84ABYS;16,DNLEH7;15,YN8OHN;7,4E0KXI;9,9FWH2G;14
B-21-23,EA91CP;11,WGHG3L;6,5X8RAN;16,5P4LRT;8,JCIIEB;7,2T1DJM;12,2LPO6D;16,U8203G;8,4ILN0A;13,CST1KC;4,JHSQHS;7,YKQY4X;7,RAUDQ6;11,122OKQ;9,RBKNR4;15,JUUL5B;6,PZUF7K;13,IJBSQT;14
B-21-30,W518XY;5,RN2DSQ;6,1D2ILZ;6,9KHDG3;4,JWTWL1;9,JEGRCL;11,M8W7TS;16,PC1PMV;4,JGP0ID;16,TQBVRI;9,QM2UH1;7,6MKIC6;7,AHR20O;11,CVU3QV;8,9KZ6W1;5,PP9DNA;13,A19092;13,Y813MQ;4
B-21-40,SMMRK3;13,MLV9BR;16,YKQY4X;13,QM2UH1;10,IYV9SV;10,NISP6K;6,32ZKOX;5,JWTWL1;13,JCNON3;14,QP56BU;6,CD1NU9;15,HXQR4L;6,Q164T6;16,066BOU;11,HXQR4L;12,QTMT7N;9,H1I7JZ;16,MLV9BR;4
B-22-11,W518XY;13,YN8OHN;13,ZX6MUV;6,G8ASPE;6,EAJXUV;10,NISP6K;11,HA0BOB;16,JUUL5B;12,S90CD9;15,PZUF7K;7,YRRNGL;15,Q50W5L;7,63KAC1;7,6M2FJM;10,6M2FJM;16,UDF17E;7,2LPO6D;11,CU53FM;13
B-22-12,I1X92B;15,MLV9BR;15,EYEOXS;8,QXS5D1;16,69L9MX;10,O9YFO8;12,IYXV3Z;8,KUFVRI;13,UCRNWD;11,PP9DNA;12,JEGRCL;10,7GC57K;10,AB9XBU;9,AX7BJ8;16,M67GNC;5,SMMRK3;9,TNAHD4;4,Q50W5L;6
B-22-13,RUUOCB;10,JHSQHS;6,SSQFQA;14,JCNON3;9,RN2DSQ;8,W518XY;10,IYLV38;12,HGXJD0;12,8D9SAW;14,800OVF;15,V7JUQL;8,F0P5OQ;7,6N3PKW;10,5MNTT7;9,U8203G;15,IAKTYD;9,70EPUK;12,F7LULH;10
B-22-21,E5CISL;7,G8ASPE;4,D8AMD3;7,J2URNJ;11,I1X92B;12,O7TSVL;10,PP9DNA;14,UNPPMJ;5,5MNTT7;6,MLV9BR;4,F98BNI;13,SMMRK3;9,ULG3QT;10,63KAC1;13,HGXJD0;11,1JT1XB;12,AHR20O;13,W518XY;5
B-22-22,M67GNC;16,9KHDG3;4,YXGRMP;10,Y813MQ;14,IAKTYD;14,0SJH1Z;11,CVU3QV;4,32ZKOX;14,9KHDG3;4,EQQBND;4,6NDM0O;5,TNZ1OO;8,Z26SRT;11,XFQ9CP;15,QXS5D1;6,6WT73N;8,DF3KQM;10,1ENECA;11
B-22-23,70EPUK;13,6NDM0O;16,SSQFQA;7,PC1PMV;6,QP56BU;10,HXQR4L;7,ZVUW6Z;10,CST1KC;8,TOENMT;16,K3YA1X;16,WRRW1W;10,C5O9C9;7,A19092;9,HA0BOB;4,G8ASPE;8,EQQBND;14,IPGA7X;4,PP9DNA;10
B-22-30,6M2FJM;5,RUUOCB;13,1D2ILZ;16,SWN7AU;4,XUZJ74;13,7GC57K;5,5IXVJ1;15,4E0KXI;4,4E0KXI;16,SWN7AU;11,VHQ356;15,PY5UPB;16,I1X92B;9,XUZJ74;8,AHSNWF;7,Z26SRT;14,I1KDJ0;4,PZUF7K;9
B-22-40,ZX6MUV;8,IPGA7X;8,XPZSZ1;13,TAHFOD;11,F29V5I;5,TOENMT;14,56TC1Z;7,JGP0ID;11,EO69NY;5,TOENMT;6,4ILN0A;14,ADT9MG;11,2T1DJM;13,JCIIEB;9,EQQBND;9,YN8OHN;8,U8203G;5,DNLEH7;11
B-23-11,Q164T6;14,JUUL5B;10,VHQ356;13,XUZJ74;15,IPGA7X;14,TLFT43;13,HLOISD;13,9KZ6W1;16,AHR20O;13,VHQ356;11,NM6C73;13,UHYJ3A;4,IYLV38;5,EYEOXS;14,JCNON3;10,CU53FM;10,YE890X;16,B24J86;8
B-23-12,QP56BU;15,DF3KQM;7,H1I7JZ;6,0LNUOV;10,63KAC1;9,JEGRCL;10,E2ES5Z;14,HLOISD;12,5X8RAN;13,02MRUH;12,D8AMD3;16,7BU1V7;10,JGP0ID;4,0LNUOV;8,2T1DJM;6,066BOU;10,HOUGRO;5,UCRNWD;11
B-23-13,IA7X1P;7,ADT9MG;9,U95NWB;16,WH1BJI;5,4E1WTK;10,X0HH8Y;14,A19092;14,9VBE59;10,6N3PKW;14,2T1DJM;4,63KAC1;13,QXS5D1;4,UCRNWD;10,YE890X;11,TOENMT;15,Q50W5L;13,SMMRK3;7,9KZ6W1;12
B-23-21,JU0ODD;7,69L9MX;12,U8203G;12,RN2DSQ;15,8D9SAW;6,69L9MX;14,SWN7AU;15,YMN5EM;11,CVU3QV;11,9S4AF8;11,C5O9C9;9,SY1DDY;9,UHYJ3A;9,ADT9MG;16,5P4LRT;16,6M2FJM;10,JUUL5B;15,TBCCF7;10
B-23-22,DGAONE;12,M67GNC;4,Q50W5L;5,6NDM0O;10,9VBE59;6,9S4AF8;6,BLJLMQ;14,Q50W5L;14,JGP0ID;8,5HQR89;10,CVU3QV;8,UNPPMJ;5,UMKYTJ;9,ASG1IT;9,HI2X6U;6,HXQR4L;15,7BU1V7;12,K3YA1X;9
B-23-23,8N10W9;9,CVU3QV;4,PY5UPB;6,ASG1IT;16,JGP0ID;9,AHSNWF;5,V7JUQL;9,E2ES5Z;5,A19092;9,69L9MX;6,4E0KXI;11,ASG1IT;5,9S4AF8;5,XPZSZ1;12,JCNON3;11,W25EZN;5,JGP0ID;11,A19092;7
B-23-30,3LQL9L;16,TOENMT;13,YRRNGL;9,RN2DSQ;10,05W6TK;12,ZGYCSW;4,SVFO5S;16,I1X92B;8,4SD17H;8,8N10W9;9,TQBVRI;15,EAJXUV;15,6WT73N;16,YXGRMP;4,9FWH2G;13,4E0KXI;13,F7LULH;6,QOMHJ2;14
B-23-40,B24J86;15,VHQ356;4,HA0BOB;7,JGP0ID;6,TB6WIP;16,JWTWL1;7,8D9SAW;16,RAUDQ6;12,AX7BJ8;5,6N3PKW;6,JCNON3;11,3LQL9L;9,1D2ILZ;8,9VBE59;5,IA7X1P;10,5HQR89;14,DGAONE;12,X0HH8Y;14
B-24-11,6N3PKW;7,5X8RAN;11,2LPO6D;6,WGHG3L;7,IAKTYD;14,2Z7ZEP;14,AHSNWF;6,I1X92B;15,EBKM6C;9,IPGA7X;15,1A6YTA;7,5X8RAN;9,UU4A1K;7,HOUGRO;4,KTDZY0;5,D05ZS7;13,FQ53YY;10,PP9DNA;4
B-24-12,9FWH2G;16,5P4LRT;11,PC1PMV;10,05W6TK;12,AHSNWF;6,V6K6JX;13,TNAHD4;5,84ABYS;13,I2B1FH;14,PZUF7K;9,SSQFQA;6,9FWH2G;6,5MNTT7;6,ZX6MUV;14,H1I7JZ;7,AHR20O;12,VHQ356;12,CST1KC;5
B-24-13,EYEOXS;5,FQ53YY;6,TLFT43;7,SMMRK3;9,D8AMD3;11,066BOU;8,63KAC1;8,6N3PKW;15,N6JU7C;9,TOENMT;12,AX7BJ8;6,SVFO5S;7,AX7BJ8;14,TB6WIP;6,X31OGS;15,UHYJ3A;6,SY1DDY;4,HLOISD;8
B-24-21,CD1NU9;8,1A6YTA;10,XUZJ74;12,HOUGRO;14,XPZSZ1;11,800OVF;10,QTMT7N;4,5X8RAN;10,IJBSQT;9,UNPPMJ;14,H51IVV;16,9FWH2G;11,I2B1FH;9,NM6C73;16,E5CISL;6,YKQY4X;12,05W6TK;6,066BOU;16
B-24-22,T3NVTG;9,37VA62;7,84ABYS;7,HLOISD;4,63KAC1;14,IYXV3Z;15,C5O9C9;9,H51IVV;12,JUUL5B;14,2LPO6D;16,JCNON3;10,EBKM6C;9,8BSFSA;9,TBCCF7;9,UHYJ3A;16,0SJH1Z;10,5X8RAN;10,05W6TK;11
B-24-23,Y813MQ;16,V6K6JX;7,U95NWB;14,84ABYS;9,D05ZS7;13,S90CD9;15,S90CD9;16,ZX6MUV;8,5P4LRT;15,UNPPMJ;9,QP56BU;4,37VA62;16,RAUDQ6;4,HI2X6U;8,HOUGRO;5,UMKYTJ;5,84ABYS;15,O9YFO8;10
B-24-30,HA0BOB;16,YKQY4X;15,PZUF7K;6,U95NWB;12,6N3PKW;4,RUUOCB;16,ZVUW6Z;6,9S4AF8;10,EBKM6C;9,I1X92B;12,2OAVPY;6,QP56BU;12,ZRCYSH;13,ASG1IT;5,QM2UH1;15,6MKIC6;8,EAJXUV;13,ASG1IT;6
B-24-40,I2B1FH;12,6WT73N;5,APQKWK;16,CST1KC;7,02MRUH;9,E2ES5Z;16,JWTWL1;7,QOMHJ2;9,PC1PMV;8,IYV9SV;13,9KHDG3;11,HGXJD0;6,69L9MX;8,Z8KPP8;4,37VA62;11,AHSNWF;13,UU4A1K;7,V7JUQL;10
C-13-11,SWN7AU;12,B24J86;8,DNLEH7;10,PC1PMV;14,1D2ILZ;13,W518XY;8,7BU1V7;14,D8AMD3;10,EYEOXS;7,YE890X;16,4E0KXI;14,8E9F1P;8,EQQBND;6,IYXV3Z;10,F73ZE1;15,CU53FM;10,YE890X;6,YRRNGL;12
C-13-12,56TC1Z;8,9KZ6W1;15,DGAONE;13,AB9XBU;14,0SJH1Z;4,DF3KQM;6,AKP0A7;13,JHSQHS;11,84ABYS;12,IA7X1P;16,HGXJD0;5,UNPPMJ;10,MLV9BR;7,YN8OHN;13,ZRCYSH;4,TOENMT;7,IYXV3Z;6,O9YFO8;9
C-13-13,S90CD9;4,TLFT43;12,F7LULH;11,JU0ODD;4,32ZKOX;7,DGAONE;10,TBCCF7;6,ASG1IT;5,066BOU;13,56TC1Z;12,TBCCF7;11,EQQBND;7,B24J86;16,M8W7TS;16,J2URNJ;5,TLFT43;12,RUUOCB;8,YN8OHN;4
C-13-21,DGAONE;4,KTDZY0;11,EA91CP;13,5HQR89;13,XPZSZ1;4,ODZZLY;13,56TC1Z;13,PP9DNA;13,SVFO5S;7,LXJQVG;14,O9YFO8;16,TBCCF7;16,EAJXUV;5,TB6WIP;13,SMMRK3;4,U95NWB;16,A7MDBC;9,4SD17H;10
C-13-22,F7LULH;5,K3YA1X;13,ZVUW6Z;11,1ENECA;6,AHSNWF;7,IAKTYD;5,A19092;13,1A6YTA;5,9KHDG3;13,2LPO6D;6,XUZJ74;13,5HQR89;12,8BSFSA;14,A19092;14,I2B1FH;14,CST1KC;8,V7JUQL;4,2OAVPY;9
C-13-23,EQQBND;16,NISP6K;15,NJVZEL;15,ADT9MG;15,RBKNR4;4,ULG3QT;7,32ZKOX;11,6MKIC6;9,NM6C73;11,JHSQHS;5,JEGRCL;11,DGAONE;4,2T1DJM;12,6WT73N;8,TNAHD4;13,CVU3QV;6,4E1WTK;6,A7MDBC;4
C-13-30,O7AXAK;8,UU4A1K;4,EAJXUV;16,ZRCYSH;13,5P4LRT;10,9FWH2G;13,T3NVTG;4,JUUL5B;16,CVU3QV;6,ZRCYSH;4,RBKNR4;8,H51IVV;14,HLOISD;12,TAHFOD;5,YXGRMP;15,TLFT43;9,SVJZKL;14,I1X92B;5
C-13-40,XSFSKX;6,SVJZKL;16,IYLV38;4,G8ASPE;11,IYLV38;6,WGHG3L;11,TNZ1OO;5,HI2X6U;10,DNLEH7;9,JU0ODD;8,32ZKOX;15,DGAONE;13,YE890X;6,YXGRMP;5,TLFT43;11,0LNUOV;15,1ENECA;11,PZUF7K;11
C-14-11,HA0BOB;11,Z8KPP8;13,066BOU;11,AB9XBU;7,UHYJ3A;8,A7MDBC;14,ASG1IT;8,F0P5OQ;15,YRRNGL;9,T3NVTG;11,PC1PMV;7,E5CISL;8,JCNON3;13,IAKTYD;6,ZVUW6Z;5,BLJLMQ;6,A7MDBC;14,CST1KC;4
C-14-12,E5CISL;10,FJ25W1;5,D05ZS7;9,A19092;14,IYXV3Z;12,0SJH1Z;15,H51IVV;9,WGHG3L;8,IPGA7X;5,8D9SAW;11,YXGRMP;4,ASG1IT;14,U8203G;9,8D9SAW;15,UNPPMJ;7,2OAVPY;8,J3FI7N;11,APQKWK;12
C-14-13,EYEOXS;13,5P2MVG;6,84ABYS;7,QOMHJ2;5,PY5UPB;4,XFQ9CP;11,QXS5D1;5,5MNTT7;5,69L9MX;6,IYXV3Z;11,HA0BOB;8,WGHG3L;12,TB6WIP;8,Q50W5L;13,ZX6MUV;14,WGHG3L;13,S90CD9;9,F7LULH;11
C-14-21,DNLEH7;5,8D9SAW;5,9FWH2G;12,ETU70R;13,EQQBND;13,QXS5D1;10,EYEOXS;13,2Z7ZEP;7,AX7BJ8;4,RN2DSQ;5,W518XY;14,F73ZE1;14,M67GNC;13,Z26SRT;14,I1KDJ0;10,TOENMT;6,NM6C73;13,066BOU;14
C-14-22,MLV9BR;11,U95NWB;14,EAJXUV;14,I2B1FH;13,VHQ356;5,HGXJD0;10,ASG1IT;4,RUUOCB;8,SMMRK3;13,9FWH2G;5,0LNUOV;14,XSFSKX;15,IYV9SV;15,AHR20O;4,I2B1FH;12,IPGA7X;5,AHSNWF;5,9VBE59;15
C-14-23,4ILN0A;6,V6K6JX;16,DGAONE;7,RUUOCB;15,O7AXAK;12,IAKTYD;14,IYLV38;9,KTDZY0;12,YKQY4X;8,T3NVTG;11,IYXV3Z;13,UDF17E;13,EO69NY;12,Y813MQ;11,YKQY4X;16,D8AMD3;5,GPBMZJ;16,U95NWB;11
C-14-30,69L9MX;6,I1KDJ0;10,UCRNWD;8,YN8OHN;5,7BU1V7;5,800OVF;9,M67GNC;9,56TC1Z;11,05W6TK;8,6N3PKW;9,7GC57K;15,M8W7TS;10,5HQR89;6,JHSQHS;4,XSFSKX;5,EYEOXS;11,N6JU7C;16,XUZJ74;10
C-14-40,GPBMZJ;13,HCMI82;12,37VA62;6,5HQR89;13,HCMI82;5,UDF17E;15,EQQBND;14,RBKNR4;16,DNLEH7;11,SMMRK3;13,EQQBND;9,CVU3QV;11,SVJZKL;14,EUMBM7;14,K3YA1X;16,DGAONE;7,LXJQVG;13,37VA62;5
C-15-11,O9YFO8;16,JUUL5B;6,3LQL9L;11,C5O9C9;16,HI2X6U;15,XPZSZ1;11,ZRCYSH;8,KUFVRI;9,SWN7AU;9,N6JU7C;8,6MKIC6;12,CVU3QV;11,SVJZKL;12,CVU3QV;16,K3YA1X;4,BLJLMQ;10,9FWH2G;4,8E9F1P;14
C-15-12,XFQ9CP;5,YMN5EM;7,YE890X;5,SMMRK3;11,2LPO6D;14,TB6WIP;13,ZRCYSH;16,2LPO6D;8,0LNUOV;5,G8ASPE;12,SVFO5S;16,EBKM6C;16,GPBMZJ;7,YF0X2Z;14,GPBMZJ;15,F98BNI;16,6N3PKW;11,3LQL9L;15
C-15-13,SY1DDY;15,5IXVJ1;15,K3YA1X;15,2Z7ZEP;9,RUUOCB;15,05W6TK;8,V7JUQL;9,ETU70R;7,9VBE59;10,W25EZN;16,QM2UH1;5,EYEOXS;7,SY1DDY;8,G8ASPE;13,1JT1XB;16,2T1DJM;13,QXS5D1;7,V7JUQL;12
C-15-21,APQKWK;8,QVFB0Q;12,TOENMT;13,I1KDJ0;14,HGXJD0;10,CU53FM;10,FJ25W1;13,D05ZS7;13,YMN5EM;7,TLFT43;11,F73ZE1;13,SY1DDY;12,8BSFSA;7,JU0ODD;8,DSQXYR;11,W518XY;8,T3NVTG;8,2OAVPY;12
C-15-22,9FWH2G;6,066BOU;13,9FWH2G;6,RUUOCB;8,J3FI7N;11,2Z7ZEP;16,2LPO6D;7,F0P5OQ;9,SWN7AU;9,9KHDG3;11,IYXV3Z;7,XLTRGL;9,0SJH1Z;5,02MRUH;4,AB9XBU;15,X31OGS;4,T3NVTG;5,JWTWL1;14
C-15-23,1A6YTA;5,AKP0A7;16,H51IVV;15,ZRCYSH;15,0LNUOV;7,O7TSVL;7,5P2MVG;11,UCRNWD;9,KTDZY0;10,PP9DNA;4,JCNON3;8,CD1NU9;9,AB9XBU;11,YMN5EM;4,GPBMZJ;10,NM6C73;7,5X8RAN;8,0SJH1Z;8
C-15-30,8N10W9;5,IA7X1P;7,6N3PKW;13,8N10W9;14,Q50W5L;11,W25EZN;10,NISP6K;7,5MNTT7;12,UCRNWD;10,JEGRCL;8,X0HH8Y;16,NISP6K;15,UNPPMJ;12,SSQFQA;14,YRRNGL;10,CU53FM;5,QVFB0Q;9,NM6C73;11
